"institution"	"location"	"stars_version"	"rating"	"valid_through"	"URL"	"latest_report"
"Frostburg State University"	"United States,
              MD"	2	"Silver
                
                    *"	"June 12, 2019"	"https://reports.aashe.org/institutions/frostburg-state-university-md/report/"	"https://reports.aashe.org/institutions/frostburg-state-university-md/report/2016-06-12/"
"George Brown College"	"Canada,
              ON"	2.2	"Silver"	"Nov. 24, 2023"	"https://reports.aashe.org/institutions/george-brown-college-on/report/"	"https://reports.aashe.org/institutions/george-brown-college-on/report/2020-04-30/"
"Georgia Institute of Technology"	"United States,
              GA"	2.2	"Silver"	"May 12, 2024"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/"
"Gettysburg College"	"United States,
              PA"	2	"Silver
                
                    *"	"March 7, 2019"	"https://reports.aashe.org/institutions/gettysburg-college-pa/report/"	"https://reports.aashe.org/institutions/gettysburg-college-pa/report/2016-03-07/"
"Goshen College"	"United States,
              IN"	2.2	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/goshen-college-in/report/"	"https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/"
"Goucher College"	"United States,
              MD"	2	"Silver
                
                    *"	"May 13, 2017"	"https://reports.aashe.org/institutions/goucher-college-md/report/"	"https://reports.aashe.orgNA"
"Guilford College"	"United States,
              NC"	2	"Silver
                
                    *"	"Dec. 7, 2018"	"https://reports.aashe.org/institutions/guilford-college-nc/report/"	"https://reports.aashe.org/institutions/guilford-college-nc/report/2015-12-08/"
"Harvey Mudd College"	"United States,
              CA"	2.1	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/2019-03-01/"
"Haverford College"	"United States,
              PA"	2.2	"Silver"	"May 12, 2024"	"https://reports.aashe.org/institutions/haverford-college-pa/report/"	"https://reports.aashe.org/institutions/haverford-college-pa/report/2020-06-29/"
"Hobart and William Smith Colleges"	"United States,
              NY"	2.2	"Silver"	"March 25, 2024"	"https://reports.aashe.org/institutions/hobart-and-william-smith-colleges-ny/report/"	"https://reports.aashe.org/institutions/hobart-and-william-smith-colleges-ny/report/2021-03-05/"
"Hope College"	"United States,
              MI"	2.2	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/hope-college-mi/report/"	"https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/"
"Indiana State University"	"United States,
              IN"	2.1	"Silver"	"Feb. 25, 2022"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/2019-02-26/"
"Jefferson Community and Technical College"	"United States,
              KY"	1.2	"Silver
                
                    *"	"Jan. 30, 2017"	"https://reports.aashe.org/institutions/jefferson-community-and-technical-college-ky/report/"	"https://reports.aashe.orgNA"
"Johnson County Community College"	"United States,
              KS"	2.1	"Silver
                
                    *"	"Jan. 23, 2021"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/2017-07-28/"
"Kenyon College"	"United States,
              OH"	2.2	"Silver"	"March 4, 2024"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/"	"https://reports.aashe.orgNA"
"Knox College"	"United States,
              IL"	2.2	"Silver"	"Feb. 22, 2024"	"https://reports.aashe.org/institutions/knox-college-il/report/"	"https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/"
"LIU Post"	"United States,
              NY"	2	"Silver
                
                    *"	"July 14, 2018"	"https://reports.aashe.org/institutions/liu-post-ny/report/"	"https://reports.aashe.orgNA"
"Lafayette College"	"United States,
              PA"	2.2	"Silver"	"March 3, 2023"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/2020-03-03/"
"Lane Community College"	"United States,
              OR"	2.2	"Silver"	"May 5, 2024"	"https://reports.aashe.org/institutions/lane-community-college-or/report/"	"https://reports.aashe.orgNA"
"Langara College"	"Canada,
              BC"	2.2	"Silver"	"Aug. 26, 2024"	"https://reports.aashe.org/institutions/langara-college-bc/report/"	"https://reports.aashe.orgNA"
"Lawrence University"	"United States,
              WI"	2.2	"Silver"	"Sept. 22, 2022"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/2019-09-23/"
"Louisiana State University"	"United States,
              LA"	2.1	"Silver"	"Aug. 27, 2021"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/2018-03-01/"
"MacEwan University"	"Canada,
              AB"	2.1	"Silver"	"Aug. 30, 2021"	"https://reports.aashe.org/institutions/macewan-university-ab/report/"	"https://reports.aashe.org/institutions/macewan-university-ab/report/2018-08-31/"
"Madisonville Community College"	"United States,
              KY"	2	"Silver
                
                    *"	"May 7, 2018"	"https://reports.aashe.org/institutions/madisonville-community-college-ky/report/"	"https://reports.aashe.orgNA"
"Maharishi University of Management"	"United States,
              IA"	1.2	"Silver
                
                    *"	"April 10, 2017"	"https://reports.aashe.org/institutions/maharishi-university-of-management-ia/report/"	"https://reports.aashe.orgNA"
"Marquette University"	"United States,
              WI"	1.2	"Silver
                
                    *"	"Feb. 13, 2016"	"https://reports.aashe.org/institutions/marquette-university-wi/report/"	"https://reports.aashe.orgNA"
"Maryville College"	"United States,
              TN"	2	"Silver
                
                    *"	"Feb. 11, 2019"	"https://reports.aashe.org/institutions/maryville-college-tn/report/"	"https://reports.aashe.org/institutions/maryville-college-tn/report/2016-02-12/"
"Michigan Technological University"	"United States,
              MI"	2.1	"Silver"	"Oct. 14, 2023"	"https://reports.aashe.org/institutions/michigan-technological-university-mi/report/"	"https://reports.aashe.orgNA"
"Mills College"	"United States,
              CA"	2.2	"Silver"	"May 17, 2024"	"https://reports.aashe.org/institutions/mills-college-ca/report/"	"https://reports.aashe.org/institutions/mills-college-ca/report/2021-02-10/"
"Minnesota State University Moorhead"	"United States,
              MN"	2	"Silver
                
                    *"	"Jan. 16, 2017"	"https://reports.aashe.org/institutions/minnesota-state-university-moorhead-mn/report/"	"https://reports.aashe.orgNA"
"Missouri State University"	"United States,
              MO"	2.2	"Silver"	"May 19, 2024"	"https://reports.aashe.org/institutions/missouri-state-university-mo/report/"	"https://reports.aashe.org/institutions/missouri-state-university-mo/report/2021-04-05/"
"Missouri University of Science and Technology"	"United States,
              MO"	2.1	"Silver
                
                    *"	"Dec. 18, 2020"	"https://reports.aashe.org/institutions/missouri-university-of-science-and-technology-mo/report/"	"https://reports.aashe.org/institutions/missouri-university-of-science-and-technology-mo/report/2017-06-22/"
"Mohammed VI Polytechnic University"	"Morocco"	2.2	"Silver"	"Oct. 28, 2023"	"https://reports.aashe.org/institutions/mohammed-vi-polytechnic-university-no-state/report/"	"https://reports.aashe.orgNA"
"Montana State University"	"United States,
              MT"	2.1	"Silver"	"Feb. 18, 2022"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/"	"https://reports.aashe.orgNA"
"Mount Royal University"	"Canada,
              AB"	2.1	"Silver"	"Oct. 16, 2022"	"https://reports.aashe.org/institutions/mount-royal-university-ab/report/"	"https://reports.aashe.orgNA"
"Niagara College Canada"	"Canada,
              ON"	2	"Silver
                
                    *"	"Aug. 10, 2019"	"https://reports.aashe.org/institutions/niagara-college-of-applied-arts-and-technology-on/report/"	"https://reports.aashe.org/institutions/niagara-college-of-applied-arts-and-technology-on/report/2016-08-10/"
"North Seattle College"	"United States,
              WA"	2.1	"Silver
                
                    *"	"June 11, 2021"	"https://reports.aashe.org/institutions/north-seattle-community-college-wa/report/"	"https://reports.aashe.org/institutions/north-seattle-community-college-wa/report/2017-12-14/"
"Northern Alberta Institute of Technology"	"Canada,
              AB"	2	"Silver
                
                    *"	"June 18, 2018"	"https://reports.aashe.org/institutions/northern-alberta-institute-of-technology-ab/report/"	"https://reports.aashe.org/institutions/northern-alberta-institute-of-technology-ab/report/2015-06-19/"
"Northern Michigan University"	"United States,
              MI"	2.2	"Silver"	"Feb. 17, 2023"	"https://reports.aashe.org/institutions/northern-michigan-university-mi/report/"	"https://reports.aashe.org/institutions/northern-michigan-university-mi/report/2020-02-18/"
"Ohio University"	"United States,
              OH"	2.2	"Silver"	"Oct. 28, 2024"	"https://reports.aashe.org/institutions/ohio-university-oh/report/"	"https://reports.aashe.org/institutions/ohio-university-oh/report/2021-08-11/"
"Okanagan College"	"Canada,
              BC"	1.1	"Silver
                
                    *"	"July 10, 2017"	"https://reports.aashe.org/institutions/okanagan-college-british-columbia/report/"	"https://reports.aashe.org/institutions/okanagan-college-british-columbia/report/2014-07-11/"
"Oklahoma State University"	"United States,
              OK"	2.2	"Silver"	"Oct. 19, 2024"	"https://reports.aashe.org/institutions/oklahoma-state-university-ok/report/"	"https://reports.aashe.org/institutions/oklahoma-state-university-ok/report/2021-08-25/"
"Onondaga Community College"	"United States,
              NY"	2	"Silver
                
                    *"	"April 4, 2019"	"https://reports.aashe.org/institutions/onondaga-community-college-ny/report/"	"https://reports.aashe.org/institutions/onondaga-community-college-ny/report/2016-04-04/"
"Orange County Community College"	"United States,
              NY"	2.1	"Silver"	"Jan. 13, 2022"	"https://reports.aashe.org/institutions/orange-county-community-college-ny/report/"	"https://reports.aashe.org/institutions/orange-county-community-college-ny/report/2019-01-14/"
"Pacific University"	"United States,
              OR"	2.1	"Silver"	"Dec. 19, 2021"	"https://reports.aashe.org/institutions/pacific-university-or/report/"	"https://reports.aashe.org/institutions/pacific-university-or/report/2018-12-20/"
"Pittsburg State University"	"United States,
              KS"	2	"Silver
                
                    *"	"March 4, 2019"	"https://reports.aashe.org/institutions/pittsburg-state-university-ks/report/"	"https://reports.aashe.org/institutions/pittsburg-state-university-ks/report/2016-03-04/"
"Pitzer College"	"United States,
              CA"	2.2	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/pitzer-college-ca/report/"	"https://reports.aashe.org/institutions/pitzer-college-ca/report/2020-03-06/"
"Portland Community College"	"United States,
              OR"	2.2	"Silver"	"April 11, 2024"	"https://reports.aashe.org/institutions/portland-community-college-or/report/"	"https://reports.aashe.org/institutions/portland-community-college-or/report/2021-03-05/"
"Pratt Institute"	"United States,
              NY"	2.2	"Silver"	"May 9, 2024"	"https://reports.aashe.org/institutions/pratt-institute-ny/report/"	"https://reports.aashe.org/institutions/pratt-institute-ny/report/2021-03-05/"
"Principia College"	"United States,
              IL"	2.1	"Silver"	"May 12, 2024"	"https://reports.aashe.org/institutions/principia-college-il/report/"	"https://reports.aashe.org/institutions/principia-college-il/report/2021-03-05/"
"Purchase College - State University of New York"	"United States,
              NY"	2.1	"Silver"	"Oct. 30, 2022"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-purchase-ny/report/"	"https://reports.aashe.orgNA"
"Purdue University"	"United States,
              IN"	1.2	"Silver
                
                    *"	"March 26, 2016"	"https://reports.aashe.org/institutions/purdue-university-in/report/"	"https://reports.aashe.orgNA"
"Radford University"	"United States,
              VA"	2.1	"Silver"	"May 20, 2022"	"https://reports.aashe.org/institutions/radford-university-va/report/"	"https://reports.aashe.orgNA"
"Raritan Valley Community College"	"United States,
              NJ"	2.1	"Silver"	"July 30, 2022"	"https://reports.aashe.org/institutions/raritan-valley-community-college-nj/report/"	"https://reports.aashe.org/institutions/raritan-valley-community-college-nj/report/2019-07-31/"
"Red River College"	"Canada,
              MB"	1.1	"Silver
                
                    *"	"April 27, 2015"	"https://reports.aashe.org/institutions/red-river-college-mb/report/"	"https://reports.aashe.orgNA"
"Richland College - DCCCD"	"United States,
              TX"	1	"Silver
                
                    *"	"Aug. 1, 2014"	"https://reports.aashe.org/institutions/richland-college-dcccd-tx/report/"	"https://reports.aashe.orgNA"
"Richland Community College"	"United States,
              IL"	2	"Silver
                
                    *"	"Dec. 21, 2017"	"https://reports.aashe.org/institutions/richland-community-college-il/report/"	"https://reports.aashe.org/institutions/richland-community-college-il/report/2014-12-22/"
"Rio Salado College"	"United States,
              AZ"	1	"Silver
                
                    *"	"Aug. 11, 2014"	"https://reports.aashe.org/institutions/rio-salado-college-az/report/"	"https://reports.aashe.orgNA"
"Rochester Institute of Technology"	"United States,
              NY"	2.1	"Silver"	"Sept. 25, 2021"	"https://reports.aashe.org/institutions/rochester-institute-of-technology-ny/report/"	"https://reports.aashe.org/institutions/rochester-institute-of-technology-ny/report/2018-03-30/"
"Ryerson University"	"Canada,
              ON"	2.1	"Silver"	"Jan. 27, 2024"	"https://reports.aashe.org/institutions/ryerson-university-on/report/"	"https://reports.aashe.orgNA"
"Saint John's University"	"United States,
              MN"	2	"Silver
                
                    *"	"Feb. 3, 2018"	"https://reports.aashe.org/institutions/saint-johns-university-mn/report/"	"https://reports.aashe.org/institutions/saint-johns-university-mn/report/2015-02-04/"
"Saint Joseph's College - ME"	"United States,
              ME"	2.1	"Silver
                
                    *"	"Jan. 13, 2021"	"https://reports.aashe.org/institutions/saint-josephs-college-me/report/"	"https://reports.aashe.org/institutions/saint-josephs-college-me/report/2017-07-18/"
"Saint Mary's University"	"Canada,
              NS"	1.1	"Silver
                
                    *"	"July 30, 2015"	"https://reports.aashe.org/institutions/saint-marys-university-ns/report/"	"https://reports.aashe.orgNA"
"Saint Michael's College"	"United States,
              VT"	2.2	"Silver"	"July 5, 2024"	"https://reports.aashe.org/institutions/saint-michaels-college-vt/report/"	"https://reports.aashe.org/institutions/saint-michaels-college-vt/report/2021-05-11/"
"San Francisco State University"	"United States,
              CA"	2.1	"Silver"	"Dec. 4, 2021"	"https://reports.aashe.org/institutions/san-francisco-state-university-ca/report/"	"https://reports.aashe.org/institutions/san-francisco-state-university-ca/report/2018-06-08/"
"Seattle Central College"	"United States,
              WA"	2.2	"Silver"	"June 14, 2024"	"https://reports.aashe.org/institutions/seattle-central-community-college-wa/report/"	"https://reports.aashe.org/institutions/seattle-central-community-college-wa/report/2021-03-31/"
"Selkirk College"	"Canada,
              BC"	2.1	"Silver"	"May 27, 2022"	"https://reports.aashe.org/institutions/selkirk-college-bc/report/"	"https://reports.aashe.org/institutions/selkirk-college-bc/report/2019-05-28/"
"Seneca College"	"Canada,
              ON"	2.1	"Silver"	"March 30, 2023"	"https://reports.aashe.org/institutions/seneca-college-on/report/"	"https://reports.aashe.orgNA"
"Sewanee - The University of the South"	"United States,
              TN"	2.1	"Silver"	"Dec. 19, 2021"	"https://reports.aashe.org/institutions/sewanee-the-university-of-the-south-tn/report/"	"https://reports.aashe.org/institutions/sewanee-the-university-of-the-south-tn/report/2018-12-20/"
"Sheridan College (Ontario)"	"Canada,
              ON"	2.1	"Silver
                
                    *"	"July 11, 2021"	"https://reports.aashe.org/institutions/sheridan-institute-of-technology-and-advanced-learning-on/report/"	"https://reports.aashe.org/institutions/sheridan-institute-of-technology-and-advanced-learning-on/report/2018-07-12/"
"Skidmore College"	"United States,
              NY"	2.1	"Silver
                
                    *"	"Sept. 5, 2020"	"https://reports.aashe.org/institutions/skidmore-college-ny/report/"	"https://reports.aashe.orgNA"
"Slippery Rock University"	"United States,
              PA"	2.1	"Silver"	"Feb. 21, 2022"	"https://reports.aashe.org/institutions/slippery-rock-university-pa/report/"	"https://reports.aashe.org/institutions/slippery-rock-university-pa/report/2019-02-22/"
"Smith College"	"United States,
              MA"	2.2	"Silver"	"March 2, 2023"	"https://reports.aashe.org/institutions/smith-college-ma/report/"	"https://reports.aashe.org/institutions/smith-college-ma/report/2020-03-02/"
"Soka University of America"	"United States,
              CA"	2.1	"Silver"	"Dec. 18, 2021"	"https://reports.aashe.org/institutions/soka-university-of-america-ca/report/"	"https://reports.aashe.org/institutions/soka-university-of-america-ca/report/2018-06-22/"
"Sonoma State University"	"United States,
              CA"	2.2	"Silver"	"April 6, 2024"	"https://reports.aashe.org/institutions/sonoma-state-university-ca/report/"	"https://reports.aashe.org/institutions/sonoma-state-university-ca/report/2021-02-18/"
"South Dakota State University"	"United States,
              SD"	2.1	"Silver"	"Dec. 8, 2022"	"https://reports.aashe.org/institutions/south-dakota-state-university-sd/report/"	"https://reports.aashe.org/institutions/south-dakota-state-university-sd/report/2019-12-09/"
"South Seattle College"	"United States,
              WA"	2.2	"Silver"	"June 14, 2024"	"https://reports.aashe.org/institutions/south-seattle-community-college-wa/report/"	"https://reports.aashe.org/institutions/south-seattle-community-college-wa/report/2021-03-31/"
"Southern Illinois University Carbondale"	"United States,
              IL"	2.1	"Silver"	"Jan. 9, 2023"	"https://reports.aashe.org/institutions/southern-illinois-university-carbondale-il/report/"	"https://reports.aashe.org/institutions/southern-illinois-university-carbondale-il/report/2020-01-10/"
"Southern Illinois University Edwardsville"	"United States,
              IL"	2	"Silver
                
                    *"	"April 22, 2019"	"https://reports.aashe.org/institutions/southern-illinois-university-edwardsville-il/report/"	"https://reports.aashe.org/institutions/southern-illinois-university-edwardsville-il/report/2016-04-22/"
"Southern Oregon University"	"United States,
              OR"	2.1	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/southern-oregon-university-or/report/"	"https://reports.aashe.org/institutions/southern-oregon-university-or/report/2019-03-01/"
"St. Lawrence University"	"United States,
              NY"	2.1	"Silver
                
                    *"	"June 11, 2021"	"https://reports.aashe.org/institutions/st-lawrence-university-ny/report/"	"https://reports.aashe.org/institutions/st-lawrence-university-ny/report/2017-12-14/"
"Stark State College"	"United States,
              OH"	1.1	"Silver
                
                    *"	"Aug. 13, 2015"	"https://reports.aashe.org/institutions/stark-state-college-oh/report/"	"https://reports.aashe.orgNA"
"State University of New York at Brockport"	"United States,
              NY"	2.1	"Silver"	"Dec. 11, 2021"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-brockport-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-brockport-ny/report/2018-12-12/"
"State University of New York at Geneseo"	"United States,
              NY"	2.1	"Silver"	"Nov. 24, 2022"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-geneseo-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-geneseo-ny/report/2019-11-25/"
"State University of New York at New Paltz"	"United States,
              NY"	2.1	"Silver"	"Sept. 3, 2021"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-new-paltz-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-new-paltz-ny/report/2018-03-08/"
"State University of New York at Oneonta"	"United States,
              NY"	2.1	"Silver"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oneonta-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oneonta-ny/report/2018-03-02/"
"State University of New York at Oswego"	"United States,
              NY"	2.2	"Silver"	"May 11, 2024"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oswego-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oswego-ny/report/2021-03-05/"
"Stonehill College"	"United States,
              MA"	2	"Silver
                
                    *"	"April 22, 2019"	"https://reports.aashe.org/institutions/stonehill-college-ma/report/"	"https://reports.aashe.orgNA"
"Susquehanna University"	"United States,
              PA"	2.2	"Silver"	"Sept. 25, 2023"	"https://reports.aashe.org/institutions/susquehanna-university-pa/report/"	"https://reports.aashe.org/institutions/susquehanna-university-pa/report/2020-08-21/"
"Swarthmore College"	"United States,
              PA"	2.2	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/swarthmore-college-pa/report/"	"https://reports.aashe.org/institutions/swarthmore-college-pa/report/2020-03-06/"
"Syracuse University"	"United States,
              NY"	2.1	"Silver"	"Dec. 11, 2021"	"https://reports.aashe.org/institutions/syracuse-university-ny/report/"	"https://reports.aashe.orgNA"
"Temple University"	"United States,
              PA"	2.1	"Silver"	"Feb. 3, 2024"	"https://reports.aashe.org/institutions/temple-university-pa/report/"	"https://reports.aashe.org/institutions/temple-university-pa/report/2020-12-10/"
"Tennessee Technological University"	"United States,
              TN"	2.1	"Silver"	"Dec. 17, 2022"	"https://reports.aashe.org/institutions/tennessee-technological-university-tn/report/"	"https://reports.aashe.org/institutions/tennessee-technological-university-tn/report/2019-12-18/"
"The College of Wooster"	"United States,
              OH"	1.2	"Silver
                
                    *"	"Nov. 11, 2016"	"https://reports.aashe.org/institutions/the-college-of-wooster-oh/report/"	"https://reports.aashe.orgNA"
"The King's University"	"Canada,
              AB"	1.2	"Silver
                
                    *"	"Nov. 27, 2015"	"https://reports.aashe.org/institutions/kings-university-college-ab/report/"	"https://reports.aashe.org/institutions/kings-university-college-ab/report/2012-11-27/"
"The New School"	"United States,
              NY"	2.1	"Silver"	"Aug. 5, 2021"	"https://reports.aashe.org/institutions/the-new-school-ny/report/"	"https://reports.aashe.org/institutions/the-new-school-ny/report/2018-08-06/"
"The Ohio State University at Lima"	"United States,
              OH"	2.1	"Silver
                
                    *"	"Nov. 4, 2020"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-lima-oh/report/"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-lima-oh/report/2017-05-09/"
"The Ohio State University at Mansfield"	"United States,
              OH"	2.1	"Silver
                
                    *"	"Nov. 4, 2020"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-mansfield-oh/report/"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-mansfield-oh/report/2017-05-09/"
"The Ohio State University at Marion"	"United States,
              OH"	2.1	"Silver
                
                    *"	"Nov. 4, 2020"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-marion-oh/report/"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-marion-oh/report/2017-05-09/"
"The Ohio State University at Newark"	"United States,
              OH"	2.1	"Silver
                
                    *"	"Nov. 4, 2020"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-newark-oh/report/"	"https://reports.aashe.org/institutions/the-ohio-state-university-at-newark-oh/report/2017-05-09/"
"Tufts University"	"United States,
              MA"	2.1	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/tufts-university-ma/report/"	"https://reports.aashe.org/institutions/tufts-university-ma/report/2019-03-01/"
"Tulane University"	"United States,
              LA"	2	"Silver
                
                    *"	"Oct. 12, 2018"	"https://reports.aashe.org/institutions/tulane-university-la/report/"	"https://reports.aashe.orgNA"
"Universidad Autonoma de Tamaulipas"	"Mexico,
              TM"	2.1	"Silver
                
                    *"	"May 25, 2021"	"https://reports.aashe.org/institutions/universidad-autonoma-de-tamaulipas-tm/report/"	"https://reports.aashe.org/institutions/universidad-autonoma-de-tamaulipas-tm/report/2017-11-27/"
"Universidad San Francisco de Quito"	"Ecuador,
              Pichincha"	2.1	"Silver"	"Dec. 25, 2021"	"https://reports.aashe.org/institutions/universidad-san-francisco-de-quito/report/"	"https://reports.aashe.org/institutions/universidad-san-francisco-de-quito/report/2018-12-26/"
"Universidad de Monterrey"	"Mexico,
              NL"	2	"Silver
                
                    *"	"Feb. 27, 2020"	"https://reports.aashe.org/institutions/universidad-de-monterrey/report/"	"https://reports.aashe.org/institutions/universidad-de-monterrey/report/2017-02-27/"
"Universite de Montreal"	"Canada,
              QC"	2.2	"Silver"	"Dec. 19, 2022"	"https://reports.aashe.org/institutions/university-of-montreal-qc/report/"	"https://reports.aashe.org/institutions/university-of-montreal-qc/report/2019-12-20/"
"Universite du Quebec a Montreal"	"Canada,
              Québec"	2.2	"Silver"	"Oct. 21, 2024"	"https://reports.aashe.org/institutions/universite-du-quebec-a-montreal-quebec/report/"	"https://reports.aashe.orgNA"
"University of Alabama at Birmingham"	"United States,
              AL"	2.1	"Silver"	"Feb. 6, 2023"	"https://reports.aashe.org/institutions/university-of-alabama-at-birmingham-al/report/"	"https://reports.aashe.org/institutions/university-of-alabama-at-birmingham-al/report/2020-02-07/"
"University of Central Florida"	"United States,
              FL"	2.2	"Silver"	"April 20, 2024"	"https://reports.aashe.org/institutions/university-of-central-florida-fl/report/"	"https://reports.aashe.org/institutions/university-of-central-florida-fl/report/2021-03-05/"
"University of Colorado Denver - Anschutz Medical Campus"	"United States,
              CO"	1.1	"Silver
                
                    *"	"Dec. 5, 2015"	"https://reports.aashe.org/institutions/university-of-colorado-denver-co/report/"	"https://reports.aashe.orgNA"
"University of Denver"	"United States,
              CO"	2.2	"Silver"	"Sept. 9, 2024"	"https://reports.aashe.org/institutions/university-of-denver-co/report/"	"https://reports.aashe.org/institutions/university-of-denver-co/report/2021-06-09/"
"University of Florida"	"United States,
              FL"	2.1	"Silver"	"April 18, 2024"	"https://reports.aashe.org/institutions/university-of-florida-fl/report/"	"https://reports.aashe.org/institutions/university-of-florida-fl/report/2020-12-04/"
"University of Idaho"	"United States,
              ID"	2.1	"Silver"	"Feb. 26, 2022"	"https://reports.aashe.org/institutions/university-of-idaho-id/report/"	"https://reports.aashe.orgNA"
"University of Illinois Chicago"	"United States,
              IL"	2.2	"Silver"	"Oct. 28, 2024"	"https://reports.aashe.org/institutions/university-of-illinois-chicago-il/report/"	"https://reports.aashe.org/institutions/university-of-illinois-chicago-il/report/2021-07-16/"
"University of Iowa"	"United States,
              IA"	2.1	"Silver
                
                    *"	"July 23, 2021"	"https://reports.aashe.org/institutions/university-of-iowa-ia/report/"	"https://reports.aashe.org/institutions/university-of-iowa-ia/report/2018-07-24/"
"University of Kansas"	"United States,
              KS"	2	"Silver
                
                    *"	"July 16, 2018"	"https://reports.aashe.org/institutions/university-of-kansas-ks/report/"	"https://reports.aashe.org/institutions/university-of-kansas-ks/report/2015-07-17/"
"University of Kentucky"	"United States,
              KY"	2.1	"Silver"	"Sept. 29, 2022"	"https://reports.aashe.org/institutions/university-of-kentucky-ky/report/"	"https://reports.aashe.org/institutions/university-of-kentucky-ky/report/2019-09-30/"
"University of Louisiana at Lafayette"	"United States,
              LA"	2.2	"Silver"	"Sept. 21, 2024"	"https://reports.aashe.org/institutions/university-of-louisiana-at-lafayette-la/report/"	"https://reports.aashe.orgNA"
"University of Maine"	"United States,
              ME"	2.1	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/university-of-maine-me/report/"	"https://reports.aashe.orgNA"
"University of Maryland, Baltimore County"	"United States,
              MD"	2.2	"Silver"	"Feb. 24, 2023"	"https://reports.aashe.org/institutions/university-of-maryland-baltimore-county-md/report/"	"https://reports.aashe.orgNA"
"University of Massachusetts Dartmouth"	"United States,
              MA"	2.2	"Silver"	"May 13, 2024"	"https://reports.aashe.org/institutions/university-of-massachusetts-dartmouth-ma/report/"	"https://reports.aashe.orgNA"
"University of Massachusetts Medical School"	"United States,
              MA"	2.1	"Silver"	"April 3, 2023"	"https://reports.aashe.org/institutions/university-of-massachusetts-medical-school-ma/report/"	"https://reports.aashe.org/institutions/university-of-massachusetts-medical-school-ma/report/2020-04-03/"
"University of Missouri, Kansas City"	"United States,
              MO"	2	"Silver
                
                    *"	"March 9, 2017"	"https://reports.aashe.org/institutions/university-of-missouri-kansas-city-mo/report/"	"https://reports.aashe.org/institutions/university-of-missouri-kansas-city-mo/report/2014-03-10/"
"University of Montana"	"United States,
              MT"	2.2	"Silver"	"Aug. 26, 2024"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/"	"https://reports.aashe.org/institutions/university-of-montana-mt/report/2021-06-30/"
"University of Mount Union"	"United States,
              OH"	2.1	"Silver"	"May 5, 2024"	"https://reports.aashe.org/institutions/university-of-mount-union-oh/report/"	"https://reports.aashe.org/institutions/university-of-mount-union-oh/report/2021-03-22/"
"University of Nebraska - Lincoln"	"United States,
              NE"	2.2	"Silver"	"Jan. 30, 2023"	"https://reports.aashe.org/institutions/university-of-nebraska-lincoln-ne/report/"	"https://reports.aashe.org/institutions/university-of-nebraska-lincoln-ne/report/2020-01-31/"
